word,machine,human,label,emotion_intensity_score
inexpressible,ti ko ṣe alaye,aláìṣeéṣàlàyé,surprise,0.484
ruthless,aláìláàánú,aláìláàánú,fear,0.656
rant,ariwo,ariwo,anger,0.758
sensuality,ifẹkufẹ,ìfẹ́kúfẹẹ,joy,0.641
enslaved,ẹrú,ẹrú,fear,0.781
luscious,luscious,fẹ́lẹ́,anticipation,0.43
speculation,akiyesi,àkíyèsí,fear,0.176
unthinkable,airotẹlẹ,àìròtẹ́lẹ̀,fear,0.516
alienate,yapa,yapa,disgust,0.453
run,ṣiṣe,ṣíṣe,fear,0.25
voyage,irin -ajo,Ìrìn-àjò,anticipation,0.719
blob,blob,búlọ́ọ̀bù,disgust,0.508
harlot,panṣaga,aṣẹ́wó,disgust,0.562
clearance,kiliaransi,ìgbàyè,trust,0.398
lonesome,dáwà,dáwà,sadness,0.734
thirst,oungbe,òùngbẹ,surprise,0.172
destructive,apanirun,apanirun,disgust,0.531
incline,tẹriba,fojúsùn,trust,0.414
lunatic,aṣiwere,aṣiwèrè,anger,0.688
destructive,apanirun,apanirun,anger,0.797
retirement,ifẹhinti lẹnu iṣẹ,ìfẹ̀hìntì lẹ́nu iṣẹ́,fear,0.156
frighten,dẹruba,dẹ́rùbà,surprise,0.875
demonstrative,afihan,àfihàn,joy,0.25
treat,toju,tojú,joy,0.529
firstborn,akọbi,àkọ́bí,trust,0.531
unfair,aiṣedeede,àìdárató,disgust,0.281
trust,gbekele,gbẹ́kẹ̀lé,trust,0.805
disgraced,itiju,ìtìjú,anger,0.608
backbone,egungun,egungun ẹ̀yìn,trust,0.633
tragedy,ajalu,àjálù,sadness,0.906
rebellion,iṣọtẹ,ìṣọ̀tẹ̀,fear,0.531
affirmatively,affirmatively,ìjẹ́hẹn,trust,0.664
rattlesnake,ejo rattles,ejò,fear,0.641
purpose,idi,ìdí,joy,0.348
lesser,kere,kéré,disgust,0.188
secular,alailesin,aláìlẹ́sìn,anticipation,0.328
serene,alaafia,àlàáfíà,joy,0.531
cheered,yọ,yọ,joy,0.773
leader,olori,olórí,trust,0.68
disgust,ìríra,ìríra,sadness,0.531
agreeable,gba,aṣeégbà,trust,0.695
detainee,atimọle,Àtìmọ́lé,anticipation,0.414
hippie,hippie,ọmọdé,joy,0.288
irritating,hihun,kórìíra,disgust,0.375
taught,kọwa,kọ́,trust,0.523
garden,ọgba,ọgbà,joy,0.333
mishap,mishap,sábàbí,fear,0.328
atrocity,iwa ika,ìṣe búburú,anger,0.814
success,aseyori,Àṣeyọrí,anticipation,0.602
cruelty,ìkà,ìkà,disgust,0.758
meek,ọlọkantutu,ọlọ́kàntútù,sadness,0.125
poke,poke,gín,anticipation,0.391
horrible,oburewa,ohun ẹ̀rù,fear,0.734
gruff,gruff,ohùn líle,disgust,0.258
shroud,bora,bora,sadness,0.641
simplify,rọrun,rọrùn,joy,0.312
astound,iyalẹnu,ìyàlẹ́nu,surprise,0.82
crowning,ade,ìdéládé,trust,0.484
alerts,titaniji,títanijí,fear,0.276
intelligence,oye,òye,fear,0.038
enforce,fi agbara mu,fi agbára mú,fear,0.516
supports,atilẹyin,àtìlẹyìn,trust,0.656
riotous,rudurudu,rúdurùdu,surprise,0.727
devil,bìlísì,bìlísì,anticipation,0.273
unification,isọdọkan,ìsọdọ̀kan,joy,0.348
demon,ànjọ̀nú,ànjọ̀nú,disgust,0.742
lyre,ohun orin,ohùn orin,joy,0.234
rave,rave,agbo ijó,disgust,0.203
inconsiderate,alaironu,aláìronú,disgust,0.312
feelgood,lero ti o dara,lérò tí ó dára,joy,0.736
incense,turari,tùràrí,joy,0.234
robbery,ole jija,olè jíjà,sadness,0.6
frenetic,frenetic,yára,surprise,0.734
healthy,ni ilera,ní ìlera,joy,0.5
orgasm,itanna,ìtànná,joy,0.765
antifungal,antifungal,ògùn ọ̀súnwúúrú,trust,0.266
yayyyy,yayyyy,Yayyy,joy,0.859
unpublished,ti a ko tẹjade,Tí a kò tẹ̀ jáde,anticipation,0.312
subversive,onírúkèrúdò,onírúkèrúdò,surprise,0.477
lick,lá,lá,disgust,0.398
gain,jèrè,jèrè,trust,0.469
pestilence,ajakale -arun,àjàkálẹ àrùn,fear,0.625
tantamount,iye,túmọ̀sí,trust,0.539
atrophy,atrophy,àdínkú ẹ̀yà ara,sadness,0.719
commendable,gbóríyìn fún,gbóríyìn fún,joy,0.519
guide,itọsọna,ìtọ́sọ́nà,trust,0.57
laughter,ẹrin,ẹ̀rín,surprise,0.445
amour,amour,Ìhámọ́ra,anticipation,0.555
jolt,jolt,mí,surprise,0.844
insulting,itiju,ìtìjú,disgust,0.461
rule,ofin,ṣàkóso,trust,0.43
heartily,tọkàntọkàn,tọkàntọkàn,joy,0.469
badhabit,ibi buburu,ibi búburú,fear,0.242
incursion,ikọlu,ìkọlù,fear,0.531
hermit,akorin,akọrin,sadness,0.296
honeymoon,ijẹfaaji ijẹfaaji tọkọtaya,Ìjẹ fàájì tokotaya,joy,0.636
destined,kadara,kádàrá,anticipation,0.617
excellence,iperegede,ìperegedé,disgust,0.141
weigh,sonipa,wúwo,anticipation,0.414
kudos,kudos,sárá,joy,0.515
sundial,oorun,oòrùn,anticipation,0.227
chilling,gbigbọn,gbígbọ̀n,joy,0.227
sinful,elese,Kìkì ẹ̀ṣẹ̀,anger,0.491
collateral,onigbọwọ,onídùró,trust,0.367
scold,ibawi,ìbáwí,anger,0.515
periodicity,igbakọọkan,ìṣẹ̀lẹ gbogboògbà,trust,0.367
freakish,freakish,àjèjì,disgust,0.68
foul,ahon,rínilára,disgust,0.734
succeed,ṣe aṣeyọri,ṣe àṣeyọrí,surprise,0.375
undesirable,aigbagbe,ìlòdìsí,disgust,0.43
destroyer,apanirun,apanirun,fear,0.75
gem,tiodaralopolopo,tí ó dára lọ́pọ̀lọpọ̀,joy,0.5
guilt,ẹṣẹ,ẹ̀ṣẹ̀,sadness,0.75
misty,kurukuru,kùrukùru,sadness,0.234
ferocious,oniwa,oníwà líle,fear,0.667
wind,afẹfẹ,afẹ́fẹ́,joy,0.109
antisocial,alatako,alátakò,anger,0.344
perpetrator,oluṣe,olùṣe,sadness,0.359
entertaining,idanilaraya,ìdánilárayá,joy,0.688
differences,awọn iyatọ,àwọn ìyàtọ̀,trust,0.375
violent,iwa -ipa,ìwà ipá,fear,0.812
lovely,ẹlẹwà,ẹlẹ́wà,anticipation,0.555
excellence,iperegede,ìperegedé,trust,0.727
detonate,fọn,fọ́n,surprise,0.773
organ,eto ara,ètò ara,joy,0.094
swerve,swerve,Padà,fear,0.344
treacherous,arekereke,àrékérekè,anger,0.779
mobile,mobile,ṣe é gbé kiri,anticipation,0.344
unexpected,airotẹlẹ,àìròtẹ́lẹ̀,joy,0.203
statement,gbólóhùn,gbólóhùn,trust,0.547
proficiency,pipe,pípé,joy,0.359
chagrin,ibanuje,ìbànújẹ́,sadness,0.547
grasping,mimu,mímu,anticipation,0.555
contingent,airotele,Àìròtẹ́lẹ̀,anticipation,0.539
nightmares,alala,àlákálàá,fear,0.759
terminal,ebute,èbúté,sadness,0.688
choke,pa,pa,sadness,0.682
justifiable,idalare,aṣeédáláre,trust,0.688
defamatory,itiju,ìtìjú,anger,0.625
glory,ogo,ògo,trust,0.477
opium,opium,ògùn,anger,0.18
sensuality,ifẹkufẹ,Ìfẹ́kúfẹ̀,anticipation,0.516
ultimate,ipari,ìparí,anticipation,0.57
repay,san pada,san padà,trust,0.43
evasion,yiyọ kuro,ìdálẹ́bi,fear,0.562
liberation,itusile,Ìtúsílẹ̀,anticipation,0.727
bribery,abẹtẹlẹ,àbẹ̀tẹ́lẹ̀,disgust,0.5
orthodoxy,orthodoxy,onímájẹ̀mú,trust,0.445
overthinking,ero pupo,èrò púpọ̀,fear,0.309
barbaric,ẹranko,ẹranko,anger,0.812
wreck,ibajẹ,ìbàjẹ́,fear,0.641
abhor,korira,kórìíra,fear,0.547
discontinuity,idaduro,ìdádúró,disgust,0.406
curse,eegun,èègún,fear,0.578
deformed,dibajẹ,díbàjẹ́,sadness,0.703
anxious,aniyan,àníyàn,anticipation,0.641
chandler,chandler,oní wòsìwósì,trust,0.391
flaccid,flaccid,fẹ́lẹ́,sadness,0.324
socialism,socialism,èto àjùmọ̀ni,fear,0.405
applicant,olubẹwẹ,Olùbẹ̀wẹ̀,anticipation,0.602
disparaging,disparaging,Áìdọ́gba,sadness,0.609
humanitarian,omoniyan,ajàfẹ́tọ-ọmọnìyàn,trust,0.695
bang,bang,gbá pẹ̀lú agbára,fear,0.652
blue,buluu,búlúù,sadness,0.4
torment,ijiya,ìjàyè,anger,0.885
scream,paruwo,pariwo,surprise,0.719
oasis,osa,ìsádi,anticipation,0.422
goodness,ire,ire,trust,0.68
sweat,lagun,làáágùn,fear,0.219
mentor,olutojueni,atọ́nisọ́nà,trust,0.703
infant,ìkókó,ìkókó,anticipation,0.508
massage,ifọwọra,ìfọwọ́rá,joy,0.47
accomplishment,aṣepari,àṣeparí,joy,0.594
praises,iyin,ìyìn,joy,0.652
evergreen,alawọ ewe,kìí tí,trust,0.531
dissident,alatako,alátakò,anger,0.485
jealousy,owú,owú,sadness,0.382
kidnap,kidnap,jígbé,surprise,0.766
feudalism,feudalism,aládàáni,sadness,0.406
rave,rave,wí kọ́tankàtan,surprise,0.508
surprised,yà,yà,surprise,0.867
sosweet,o dun,ó dùn,joy,0.766
touchy,ifọwọkan,ìfọwọ́kàn,anger,0.379
shooting,iyaworan,ìyàwòrán,anger,0.667
helpful,wulo,wúlò,trust,0.602
victorious,asegun,aṣẹ́gun,joy,0.812
thrilling,ojlofọndotenamẹ tọn,ojlofọndotenamẹ tọn,surprise,0.859
vitality,agbara,agbára,joy,0.531
disapproving,alaigbagbọ,aláìgbàgbọ́,sadness,0.438
affirm,jẹrisi,jẹ́rìsí,trust,0.68
reverie,reverie,ṣìràrán,trust,0.516
desert,aṣálẹ̀,aṣálẹ̀,disgust,0.203
beautification,ẹwa,ẹwà,joy,0.703
fate,ayanmọ,Àyànmọ́,anticipation,0.555
majority,poju,pọ̀jù,joy,0.073
destination,nlo,ń lò,fear,0.109
dictum,aṣẹ,àṣẹ,trust,0.445
majesty,ọlanla,ọláńlá,trust,0.5
toast,tositi,tósíìtì,joy,0.281
lynch,lynch,pa,fear,0.719
rascal,oniruru,onírúurú,fear,0.25
unbeaten,alailẹgbẹ,àìfìdírẹmi,surprise,0.336
crabby,crabby,rínilára,anger,0.455
money,owo,owó,joy,0.531
infamous,ailokiki,àìlókìkí,anger,0.338
discoloration,awọ ara,àìláwọ̀,disgust,0.336
teach,kọ,kọ́,surprise,0.125
terrorist,apanilaya,apániláyà,anger,0.818
libel,isọkusọ,ìsọkúsọ,anger,0.4
flatulence,ifun titobi,Ìfun títóbi,disgust,0.781
orchestra,onilu,onílù,sadness,0.109
injuring,farapa,farapa,fear,0.609
marrow,ọra,ọ̀rá,joy,0.078
timewasters,timewasters,àwọn afàsíkò sòfò,anger,0.348
basketball,agbọn,àgbọn,joy,0.062
capslock,Botini ise leta nla,bọ́tìnì ìṣe lẹ́tà ńlá,anger,0.242
dissolution,itu,ìtúká,surprise,0.336
festival,ajọdun,Àjọ̀dún,anticipation,0.562
patience,s patienceru,Ìwà pẹ̀lẹ́kùtù,anticipation,0.422
formality,formality,àpẹrẹ-iṣẹ́,trust,0.492
violent,iwa -ipa,ìwà-ipá,surprise,0.648
suspicious,ifura,ìfura,anger,0.484
imissyou,Aro re so mi,àárò rẹ sọ mí,sadness,0.547
preparedness,imurasilẹ,Ìmúrasílẹ̀,anticipation,0.594
stigma,àbùkù,àbùkù,disgust,0.453
wilderness,aginjù,aginjù,fear,0.422
humiliate,itiju,ìtìjú,sadness,0.703
apocalypse,apocalypse,ìfihàn,fear,0.844
gladness,idunnu,ìdùnnú,joy,0.803
parade,Itolẹsẹ,yíyan bí ológun,surprise,0.406
lookout,wo ke o,wòkè,anticipation,0.609
indifference,aibikita,àìbíkítà,anger,0.156
hoax,itanjẹ,ìtànjẹ,anger,0.297
disappointment,oriyin,oríyìn,sadness,0.594
defend,gbeja,gbèjà,fear,0.25
dragon,dragoni,dírágónì,fear,0.594
party,ayẹyẹ,ayẹyẹ,joy,0.765
romantic,ifẹ,ìfẹ́,trust,0.5
exclusion,iyasoto,ìyàsọ́tọ̀,sadness,0.5
earned,mina,gba,trust,0.57
stages,awọn ipele,àwọn ìpele,trust,0.391
tyrant,alade,aládé,sadness,0.625
exigent,exigent,kíákíá,disgust,0.336
derogatory,ẹlẹgàn,ẹlẹ́gàn,sadness,0.609
intend,pinnu,gbèrò,trust,0.422
venomous,oró,oró,disgust,0.609
divorce,ikọsilẹ,ìkọraẹnisílẹ̀,surprise,0.398
coldness,otutu,òtútù,disgust,0.266
lagging,alailara,aláìlárá,anger,0.281
deadly,oloro,olóró,anger,0.758
cursing,eegun,èègún,disgust,0.43
smuggler,alagbata,alágbàtà,fear,0.625
miraculous,iyanu,ìyanu,surprise,0.773
workout,ṣee ṣe,ṣeé ṣe,joy,0.172
thought,ronu,ronú,anticipation,0.414
relative,ojulumo,ìbátan,trust,0.57
cuddling,fifẹ,fìfẹ́,joy,0.766
convict,ẹlẹṣẹ,ẹlẹ́ṣẹ̀,fear,0.594
chaplain,alufa,àlùfáà,trust,0.523
lynch,lynch,pípànìyàn,disgust,0.766
generosity,ilawo,ìlawọ́,surprise,0.305
devastating,apanirun,apanirun,sadness,0.875
invade,gbogun,gbàkóso,fear,0.766
execution,ipaniyan,ìpànìyàn,anger,0.917
politic,oloselu,òṣèlú,disgust,0.266
pornography,iwokuwo,ìwòkuwò,disgust,0.586
notary,notary,ẹlẹ́rì,trust,0.609
friendly,ore,ore,joy,0.578
collectively,lapapo,lápapọ̀,trust,0.586
delighted,Inudidun,inú dídùn,joy,0.891
elusive,alailagbara,aláìṣeéjúwe,surprise,0.414
sectarian,egbe,ẹgbẹ́,anger,0.359
chaff,iyangbo,ìyàngbò,fear,0.172
meaningless,asan,asán,sadness,0.409
merci,merci,ẹ ṣeun,trust,0.438
disaster,ajalu,àjálù,anger,0.721
cheerfulness,idunnu,ìdùnnú,anticipation,0.461
intermission,ifasimu,ìfàsímú,anticipation,0.508
communion,idapo,ìdarapọ̀,trust,0.578
sinner,elese,ẹlẹ́ṣẹ̀,fear,0.483
grenade,grenade,àdó olóró,fear,0.828
jeremiah,Jeremáyà,Jeremáyà,trust,0.43
strained,igara,ìgara,anger,0.484
terrorism,ipanilaya,ìpaniláyà,fear,0.969
clashing,figagbaga,figagbága,anger,0.652
madness,isinwin,ìsínwín,fear,0.675
thrilling,ojlofọndotenamẹ tọn,wíwúnilórí,anticipation,0.781
rat,eku,eku,disgust,0.633
crowning,ade,adé,joy,0.485
eagerness,itara,ìtara,anticipation,0.812
amour,amour,ìbálópọ̀,trust,0.508
pitfall,pitfall,ìṣòro ọjọ́ iwájú,surprise,0.586
burke,burke,pípànìyàn,disgust,0.312
awareness,imọ,nímọ̀,trust,0.609
latent,wiwaba,wíwàba,disgust,0.305
forearm,iwaju,iwájú ọwọ́,anger,0.156
radiance,itanna,tànmọ́lẹ̀,trust,0.492
blessings,ibukun,ìbùkún,anticipation,0.539
inefficiency,aisekokari,àìṣekòkárí,sadness,0.359
reprisal,igbẹsan,Ìgbẹ̀san,anger,0.652
disclaim,sẹ,sẹ́,anger,0.344
happen,ṣẹlẹ,ṣẹlẹ̀,anticipation,0.484
frenzied,frenzied,ìkánjú,fear,0.531
inspection,ayewo,àyẹ̀wò,fear,0.483
guess,gboju le won,níran,surprise,0.398
prognostic,asọtẹlẹ,àsọtẹ́lẹ̀,anticipation,0.523
backtrack,backtrack,àgbáyẹ̀wò,fear,0.151
yell,kigbe,kígbe,anger,0.661
burke,burke,boki,sadness,0.234
malice,arankàn,òdì,anger,0.852
pang,irora,ìrora,surprise,0.5
seriousness,pataki,pàtàkì,fear,0.305
bridal,iyawo,ìyàwó,joy,0.531
laughter,ẹrin,ẹ̀rín,anticipation,0.422
criminal,odaran,ọ̀daràn,disgust,0.477
soaked,gbin,rì,anger,0.226
plausible,o ṣeeṣe,ṣeéṣe,trust,0.57
amen,amin,àmín,joy,0.424
dislike,korira,kórìíra,disgust,0.406
spider,alantakun,aláǹtakùn,disgust,0.461
destitute,alaini,aláìní,sadness,0.766
guarantee,lopolopo,ìdánilójú,trust,0.711
snowfall,egbon yinyin,ẹ̀gbọ̀n yìnyín,joy,0.286
wretch,ibanuje,Ìbànújẹ́,sadness,0.672
illumination,itanna,ìtànná,trust,0.555
annoying,didanubi,dídánúbí,anger,0.47
victimized,olufaragba,olùfaragbá,surprise,0.523
eager,ni itara,ní ìtara,joy,0.438
immortality,àìkú,àìkú,anticipation,0.562
gray,grẹy,ewú,disgust,0.133
elimination,imukuro,ìmúkúrò,fear,0.588
newyear,odun titun,ọdún titun,joy,0.561
inhuman,alainibaba,àìní ìmọ̀lára ènìyàn,disgust,0.672
shot,ìbọn,ìbọn,anger,0.672
intolerance,ifarada,àìnífaradà,disgust,0.523
wrath,ibinu,ìbínú,fear,0.609
recession,ipadasẹhin,ìpadàsẹ́yìn,disgust,0.492
bloody,itajesile,ìtàjẹ̀sílẹ̀,fear,0.781
offend,ṣẹ,Sẹ̀,anger,0.75
marvelously,iyalẹnu,ìyàlẹ́nu,joy,0.881
palsy,palsy,rọpárọsẹ̀,disgust,0.477
breakfast,aro,àrò,joy,0.242
inept,aipe,àìpé,anger,0.409
utopian,utopian,onísòwò,joy,0.719
glow,tàn,tàn,joy,0.656
inspiration,awokose,ìmísí,trust,0.648
sublimation,sublimation,ẹ̀dà,joy,0.27
grin,rẹrin,rẹ́rìnín,anticipation,0.422
disused,sọnu,sọnù,anger,0.382
ill,aisan,ṣàìsàn,fear,0.621
jerk,oloriburuku,olórí burúkú,surprise,0.562
coronation,itẹ -ọba,ìtẹ́-ọba,joy,0.515
marvel,iyanu,ìyanu,surprise,0.539
asserting,itenumo,ìtẹnumọ́,trust,0.445
constitute,je,fiṣe,trust,0.492
alas,alas,ṣe Ikede ohun tí kò dára,sadness,0.302
shackle,ẹwọn,ẹ̀wọ̀n,disgust,0.5
murderer,apànìyàn,apànìyàn,fear,0.953
reverend,ibowo,ìbọ̀wọ̀,joy,0.377
faithful,olóòótọ,olóòótọ,joy,0.529
dishonest,alaisododo,aláìṣòdodo,disgust,0.453
oblige,dandan,jẹnípá,trust,0.461
freakedout,freakedout,ìbẹ̀rù,fear,0.672
sadness,ibanuje,ìbànújẹ́,sadness,0.864
super,nla,ńlá,joy,0.609
illness,àìsàn,àìsàn,sadness,0.688
bitterness,kikoro,kíkorò,anger,0.594
hurryup,tete mura,tètè múra,fear,0.281
blood,ẹjẹ,ẹ̀jẹ̀,fear,0.525
elimination,imukuro,ìmúkúrò,anger,0.456
disorder,rudurudu,rúdurùdu,fear,0.406
pessimist,pessimist,onírẹ̀wẹ̀sì ọkàn,sadness,0.562
happy,dun,dunú,trust,0.609
wasteful,egbin,ẹ̀gbin,disgust,0.484
pleasures,igbadun,ìgbádùn,joy,0.891
bigot,olufokansin,Olùfọkànsìn,anger,0.603
intrusion,ifọle,ìfọ́lé,fear,0.484
morn,owurọ,Òwúrọ̀,anticipation,0.414
exigent,exigent,fẹ́ àmójútó,surprise,0.492
durability,agbara,aṣedéédé,trust,0.641
rivalry,orogun,orogún,anger,0.484
eternal,ayeraye,ayérayé,joy,0.469
rekindle,rekindle,túnṣe,surprise,0.336
nocomplaints,awọn ẹdun,àwọn ẹ̀dùn,joy,0.485
sunny,oorun,móórùn,surprise,0.102
renegade,olodi,olódi,anger,0.529
incomplete,aipe,àìpẹ́,sadness,0.25
elite,olutayo,Olútayo,joy,0.547
designation,yiyan,ìyànsípò,trust,0.586
cheerful,idunnu,ìdùnnú,joy,0.906
crucifixion,agbelebu,àgbélèbú,anger,0.712
roulette,roulette,eré,anticipation,0.68
chant,korin,Kọrin,anticipation,0.383
authorize,fun laṣẹ,fún láṣẹ,trust,0.633
smell,orun,òórùn,anger,0.061
selfish,amotaraeninikan,ìmọtara ẹni nìkan,disgust,0.453
criticize,ṣofintoto,ṣòfintótó,sadness,0.469
snuggled,gbamu,gbámú,joy,0.594
illness,àìsàn,àìsàn,fear,0.609
disparage,disparage,àìdọ́gba,disgust,0.453
virulence,virulence,tikú,anger,0.712
abandonment,ifasilẹ silẹ,ìgbéjùsílẹ̀,surprise,0.523
lifeless,alaini,aláìní,sadness,0.797
entertain,ṣe ere idaraya,ṣe eré ìdárayá,joy,0.773
bigoted,agbéraga,agbéraga,fear,0.281
resisting,kíkọjú ìjà,kíkọjú ìjà,sadness,0.309
uncanny,aimọgbọnwa,àìmọ́gbọ́nwá,fear,0.266
sensual,ifẹkufẹ,ìfẹ́kúfẹ̀,trust,0.445
noncompliance,aibikita,àìbìkítà,anger,0.279
pest,kokoro,kòkòrò,anger,0.348
proxy,aṣoju,aṣojú,trust,0.32
purring,purring,dànù,joy,0.469
intolerable,ifarada,ìfaradà,anger,0.609
dismissal,idasilẹ,ìdásílẹ̀,disgust,0.352
despicable,ẹlẹgàn,ẹlẹ̀gàn,disgust,0.734
litigate,ẹjọ,ẹjọ́,fear,0.312
dastardly,dastardly,ìṣojo,fear,0.641
visitor,alejo,àlejò,anticipation,0.531
pursuit,ilepa,ìlépa,joy,0.176
monstrosity,monstrosity,Burú jáì,anger,0.574
screaming,ikigbe,ìkígbe,disgust,0.5
vulture,igún,igún,fear,0.41
bastard,Ọmọ ale,ọmọ àlè,disgust,0.57
unlucky,lailoriire,láìlóriire,anger,0.203
sorcery,oṣó,oṣó,surprise,0.625
stab,gún,gún,fear,0.672
sly,arekereke,àrékérekè,disgust,0.328
trickery,arekereke,àrékérekè,disgust,0.43
claustrophobic,claustrophobic,ẹ̀rù ibi títì,fear,0.765
mucis,mucis,ásíìdí,joy,0.212
anathema,eegun,èègún,fear,0.422
socialism,socialism,èto àjùmọ̀ni,disgust,0.414
sneeze,sinmi,sín,disgust,0.312
war,ogun,ogun,fear,0.942
planning,igbogun,Ìṣètò,anticipation,0.523
convince,parowa,Pàrọwà,anticipation,0.367
praiseworthy,iyin,ìyìn,joy,0.609
firefly,firefly,Kòkòrò iná,joy,0.227
fluctuation,iyipada,ìyípadà,fear,0.204
blessings,ibukun,ìbùkún,surprise,0.352
green,alawọ ewe,aláwọ̀ ewé,joy,0.137
disastrous,ajalu,àjálù,sadness,0.734
withstand,farada,fara dà,fear,0.197
skiing,sikiini,ṣíkínìnnì,joy,0.234
glimmer,glimmer,tàn rokoṣo,surprise,0.266
kudos,kudos,ìgbóríyìn,trust,0.414
optimism,ireti,ìrètí,joy,0.703
blizzard,blizzard,yìnyín oníjì,fear,0.656
subordinate,ìsàlẹ̀,ìsàlẹ̀,fear,0.328
disgraceful,itiju,ohun ìtìjú,anger,0.547
civilized,ọlaju,ọ̀làjú,joy,0.169
memorial,iranti,ìrántí,sadness,0.547
vegetative,eweko,ewéko,sadness,0.516
deteriorate,bajẹ,bàjẹ́,fear,0.641
herpes,herpes,àisàn awọ,disgust,0.789
doll,ọmọlangidi,ọmọláńgidi,joy,0.234
apologetic,aforiji,tọrọ àforíjì,trust,0.5
abyss,ọgbun,ọ̀gbun,fear,0.578
evade,sa fun,sá fún,disgust,0.219
fulfillment,imuse,Ìmúṣẹ,anticipation,0.602
bride,iyawo,ìyàwó,joy,0.471
watchful,ṣọra,ṣọ́ra,trust,0.5
dismemberment,dismemberment,gígé ẹ̀yà ara,disgust,0.812
blemish,abawọn,Àbàwọ́n,anger,0.136
ammonia,amonia,àmóníà,disgust,0.422
tryouts,awọn idanwo,àwọn ìdánwò,fear,0.21
moral,iwa,ìwà,anger,0.094
hate,ikorira,ìkórìíra,disgust,0.695
underpaid,ti ko sanwo,tí kò sanwó,sadness,0.438
bacteria,kokoro arun,kòkòrò àrùn,disgust,0.656
bang,bang,jìn,anger,0.422
scare,idẹruba,Ìdẹ́rùbà,anticipation,0.469
despairing,ireti,ìrètí,fear,0.474
money,owo,owó,anticipation,0.586
claustrophobia,claustrophobia,ìbẹ̀rù ibi títì,fear,0.803
malignancy,buburu,búburú,fear,0.742
darken,ṣokunkun,ṣókùnkùn,sadness,0.406
revulsion,ifilọlẹ,Ìfilọ́lẹ̀,anger,0.773
analyst,oluyanju,ayànàná,trust,0.531
inaffable,ailagbara,òṣónú,surprise,0.312
salvation,igbala,ìgbàlà,anticipation,0.555
miserable,ibanuje,ìbànújẹ́,disgust,0.547
cautiously,ṣọra,ṣọ́ra,fear,0.188
planes,awọn ọkọ ofurufu,àwọn ọkọ̀ òfurufú,fear,0.274
exclusion,iyasoto,ìyàsọ́tọ̀,fear,0.636
yaay,yaaa,yaaa,joy,0.7
diarrhoea,igbe gbuuru,Ìgbẹ́gbuuru,disgust,0.82
hanging,adiye,adìye,sadness,0.547
crying,ẹkún,ẹkún,sadness,0.781
gon,gon,igun,trust,0.289
reckless,aibikita,àìbìkítà,fear,0.344
poverty,osi,òṣì,fear,0.391
mange,akopọ,àìsàn àwọ̀ ara,disgust,0.656
cane,ireke,ìrèké,fear,0.219
administrative,Isakoso,ìṣàkóso,trust,0.352
ambition,okanjuwa,ọ̀kánjúwà,anticipation,0.617
genial,genial,ìkónimọ́ra,joy,0.621
acquiring,gbigba,gbígbà,anticipation,0.594
upright,titọ,dúrótọ́,trust,0.578
draining,gbigba,gbígbà,sadness,0.424
chasm,ihoho,ìhòòhò,fear,0.375
lewd,ifẹkufẹ,Ìfẹ́kùfẹ́,disgust,0.719
reliable,gbẹkẹle,aṣeégbáralé,trust,0.703
